MEAN_DEMAND,LEAD_MODE,DISRUPT_DAYS,Method,Run,fill_rate,cost,lost_demand,bullwhip
20,3,60,DQN_1200,27,92.5073588439925,126983.0,560,14.45818866129968
20,3,60,DQN_1200,28,93.35335062099088,125963.5,487,14.170767751260389
20,3,60,DQN_1200,29,91.859649122807,125637.0,580,15.227369163021786
20,3,90,DQN_1200,0,82.85398230088495,122160.5,1240,18.11443783138417
20,3,90,DQN_1200,1,83.72093023255815,123941.0,1183,17.96908376842918
20,3,90,DQN_1200,2,84.43744867232412,122601.0,1137,17.873011741052913
20,3,90,DQN_1200,3,83.36264033545245,122531.5,1230,17.914487983606126
20,3,90,DQN_1200,4,83.07733050847457,123230.5,1278,17.66762201613478
20,3,90,DQN_1200,5,84.16736169029747,121435.5,1139,17.729171239914006
20,3,90,DQN_1200,6,83.2006587976942,121884.5,1224,18.089714084984514
20,3,90,DQN_1200,7,84.4426184606957,123042.5,1136,17.865660783781085
20,3,90,DQN_1200,8,84.53311394487865,123754.0,1128,18.26459474720942
20,3,90,DQN_1200,9,84.68043809787883,121725.0,1105,17.926634749435532
20,3,90,DQN_1200,10,83.79192334017796,122870.5,1184,17.87421910919104
20,3,90,DQN_1200,11,83.78565494322902,122780.5,1171,17.942172702003813
20,3,90,DQN_1200,12,85.24657534246576,123603.0,1077,18.220568491594257
20,3,90,DQN_1200,13,84.19368303882008,122430.5,1136,17.90044611459502
20,3,90,DQN_1200,14,84.94133885438234,123311.0,1091,18.101743269679545
20,3,90,DQN_1200,15,82.69310775204549,122263.0,1248,17.704651420716175
20,3,90,DQN_1200,16,84.34865379385369,122767.5,1151,18.05638465569181
20,3,90,DQN_1200,17,85.48565121412804,121488.0,1052,17.90427204336691
20,3,90,DQN_1200,18,83.60655737704919,123551.0,1200,17.959473570692037
20,3,90,DQN_1200,19,83.9502800163912,123566.5,1175,17.759575291742376
20,3,90,DQN_1200,20,83.92956184137549,122043.0,1159,17.75006310133382
20,3,90,DQN_1200,21,83.61126298523783,123202.0,1199,17.786709876384787
20,3,90,DQN_1200,22,85.02355223053478,123228.5,1081,17.99626741391606
20,3,90,DQN_1200,23,84.19607304682137,120896.0,1151,18.222782628291387
20,3,90,DQN_1200,24,84.39627622620536,122123.5,1123,18.126347084358475
